1305	48,5362125
1526	64,03859
962	25,912432
376	3,216304
1455	48,691575
520	7,1656
704	13,877248
1306	48,610626
471	5,71240575
871	17,0694225
678	11,262258
402	3,676491
446	4,624797
643	11,88665875
1757	85,66560975
1643	76,9342965
1962	97,198461
1382	45,360695
408	4,244832
844	16,02756
803	14,66940475
191	1,0397085
1819	71,96555175
1984	100
452	4,392536
1361	49,0865065
1943	88,7183515
79	0,13262125
729	11,4259815
1988	95,839492
1692	69,424452
1825	83,265625
1705	65,4080625
1244	41,783472
287	2,20337075
1713	84,36310875
599	9,1494255
1457	49,8869515
496	5,412352
1806	92,141217
1924	100
836	15,375712
1499	60,669027
1719	83,47764825
1013	25,39768275
1258	37,190254
1249	36,6600235
143	0,46521475
1174	36,524314
1614	58,61241
1043	26,6523005
1450	49,934375
276	2,018664
33	0,03021975
332	2,783156
1310	46,3347
1143	30,7015515
467	4,74343575
1375	50,57421875
1073	29,07105725
1094	33,810617
1639	75,216988
1942	100
268	1,723776
1451	58,42487775
1457	58,90905975
1850	80,42875
835	15,16464375
1568	69,456128
311	2,708188
1038	29,090988
1216	35,11808
1349	49,58957725
168	0,769104
1990	100
541	6,438982
1501	59,14127625
1992	100
349	3,2277265
761	12,4511015
347	3,40155425
861	16,49439225
1728	82,861056
219	1,33091775
704	13,62944
1059	26,07443325
529	7,62566725
1352	51,638288
179	0,92117875
1910	89,37845
1836	91,014192
1956	91,822464
578	7,934495
1960	87,3964
493	5,833176
1117	32,439914
1134	35,042301
1227	35,75631375
1592	63,3616
402	3,514887
1034	30,738235
1586	64,142598
1289	44,0303065
1784	85,931712
1898	84,656494
507	7,39015875
271	1,89110575
614	10,461639
971	24,74957625
1905	83,467575
695	11,109575
1201	36,7812255
1537	59,64981725
755	13,53809375
1371	44,64147375
109	0,2673225
820	17,1462
385	3,59445625
640	10,8544
216	1,318032
1681	62,166742
1874	85,162993
1462	47,558129
296	2,40944
1186	39,033039
255	1,5280875
1926	92,7369
1511	51,3702225
233	1,411514
1975	88,73921875
1241	39,65708575
1958	100
850	17,881875
320	2,4832
1623	62,56056375
705	11,431575
771	16,79295825
874	18,142055
376	3,039584
1636	76,94926
1838	87,834344
1353	39,81574575
1098	31,345704
1472	54,711296
365	3,56376875
1984	100
919	22,59200675
592	9,374912
884	20,708584
813	16,8547095
534	6,915033
789	16,185546
1274	44,228821
650	9,823125
1963	89,59082925
260	1,5717
201	0,87872175
859	18,8159655
1398	52,280307
865	18,89268125
1621	64,3772045
1699	64,9485225
1227	41,4020475
959	19,7731415
762	16,548354
1844	79,057812
28	0,018228
252	1,698732
592	7,88544
1477	51,2659315
50	0,07125
237	1,2076335
696	13,32144
856	19,783872
139	0,502346
568	6,85576
1592	67,796912
436	4,99002
181	0,89273725
1355	40,39255
558	7,083531
487	6,7593165
152	0,66424
184	0,770224
1955	100
1424	45,118016
674	11,697607
1987	86,859718
254	1,790319
700	11,1475
1084	28,201344
1246	33,767223
1841	94,899868
757	15,32906075
849	17,83982475
1283	41,9752695
497	6,175225
1993	96,32218825
553	7,951034
1585	70,3423
1701	83,18527875
886	19,821149
49	0,05822425
1786	73,365308
1565	68,5783
1140	34,1145
707	13,62088525
423	4,0259025
1491	50,57509275
824	14,937472
8	0,001392
1575	70,6978125
1383	48,29539725
92	0,205252
1100	27,83
501	6,46327575
482	5,517695
827	16,414296
1295	43,60265
1089	29,0550645
1677	73,82363625
99	0,27687825
59	0,0852845
1725	82,57359375
139	0,55547875
1454	56,024074
392	4,22576
1765	73,2077875
880	19,36
13	0,0041405
999	26,4470265
662	11,723027
855	20,65145625
308	2,537612
1503	55,3457205
925	19,679375
1010	28,817825
846	17,177184
1581	61,86413475
76	0,12274
1152	28,20096
620	9,61
1404	42,873948
915	23,23299375
881	17,4636225
1914	86,089806
1952	100
1777	89,9952765
1545	65,04643125
209	1,21214775
519	5,85860175
143	0,552123
1001	26,30252625
688	12,543616
645	10,29661875
450	4,6575
1140	31,5153
1257	39,10621275
1777	80,5220895
462	5,176017
1671	71,90020575
463	6,05592425
337	3,0095785
835	17,7792375
1838	81,077856
77	0,14674275
1937	97,551194
1715	69,85409375
1064	28,019376
382	3,28329
1320	48,3516
1763	88,5828165
155	0,69071875
1502	52,452093
1571	69,105148
1290	43,2666
930	18,811575
1044	29,97324
924	20,704068
344	3,195072
764	13,425008
1986	84,800214
911	21,9929065
1538	65,04971
1502	47,940085
1604	57,245156
1044	28,61082
1250	35,15625
1392	52,316928
1418	51,776143
1179	36,141066
595	9,558675
1334	50,272457
1988	89,911276
1094	31,716154
461	4,83485275
888	20,896416
1727	64,1243735
1311	46,83514725
1165	35,62715625
903	17,73514575
515	7,2936875
1809	91,629468
373	3,44344275
335	2,77756875
1418	52,781505
509	6,477025
132	0,466092
126	0,373086
1413	44,9228025
257	1,76681075
895	20,62639375
391	4,2042275
1167	33,70675275
1031	23,65088225
1092	30,705948
1905	78,93129375
41	0,04160475
977	24,10185725
1930	100
132	0,400752
1735	82,7811875
1305	45,1301625
129	0,399384
1916	94,529692
1442	46,265849
1967	87,0545025
255	1,77193125
1841	93,2052275
1148	34,924456
1676	61,095228
769	15,22754575
61	0,100467
292	2,174232
1134	29,576988
970	27,050875
85	0,166175
299	2,056223
1180	36,2024
899	17,57837175
1307	39,71678925
1642	70,100264
760	15,4508
1049	30,2610275
